VALUE;DATE;HOUR
253948;04.01.2009 0:00:00.000000;15
253938;26.12.2010 0:00:00.000000;24
253895;24.10.2009 0:00:00.000000;22
253895;10.05.2010 0:00:00.000000;9
253850;24.09.2010 0:00:00.000000;12
253833;09.01.2009 0:00:00.000000;1
253832;06.01.2009 0:00:00.000000;6
253825;14.01.2009 0:00:00.000000;18
253820;17.10.2010 0:00:00.000000;4
253804;08.01.2009 0:00:00.000000;12
253776;08.01.2009 0:00:00.000000;16
253770;05.01.2009 0:00:00.000000;15
253747;08.01.2009 0:00:00.000000;17
253731;27.10.2009 0:00:00.000000;6
253713;07.01.2009 0:00:00.000000;2
253705;06.01.2009 0:00:00.000000;5
253699;24.09.2010 0:00:00.000000;11
253693;16.10.2009 0:00:00.000000;4
253681;16.10.2009 0:00:00.000000;6
253678;23.10.2009 0:00:00.000000;4
253666;23.10.2010 0:00:00.000000;16
253658;08.01.2009 0:00:00.000000;9
253658;17.10.2009 0:00:00.000000;24
253647;06.01.2009 0:00:00.000000;7
253642;06.01.2009 0:00:00.000000;9
253633;04.01.2009 0:00:00.000000;16
253594;09.10.2010 0:00:00.000000;9
253558;08.01.2009 0:00:00.000000;7
253479;30.09.2010 0:00:00.000000;15
253475;30.09.2010 0:00:00.000000;18
253450;26.12.2010 0:00:00.000000;14
253442;08.01.2009 0:00:00.000000;6
253405;04.01.2009 0:00:00.000000;9
253390;14.09.2010 0:00:00.000000;10
253372;26.12.2010 0:00:00.000000;10
253289;08.09.2010 0:00:00.000000;17
253267;14.11.2010 0:00:00.000000;3
253255;24.09.2010 0:00:00.000000;16
253240;16.10.2009 0:00:00.000000;3
253239;14.01.2009 0:00:00.000000;17
253217;10.05.2010 0:00:00.000000;8
253211;14.09.2010 0:00:00.000000;17
253204;08.01.2009 0:00:00.000000;11
253183;12.01.2009 0:00:00.000000;4
253172;25.10.2009 0:00:00.000000;18
253169;24.09.2010 0:00:00.000000;15
253138;06.09.2010 0:00:00.000000;14
253130;09.01.2009 0:00:00.000000;17
253122;05.01.2009 0:00:00.000000;11
253115;08.01.2009 0:00:00.000000;4
253109;23.10.2010 0:00:00.000000;15
253076;14.09.2010 0:00:00.000000;14
253068;25.12.2010 0:00:00.000000;1
253048;04.01.2009 0:00:00.000000;13
253047;09.09.2010 0:00:00.000000;13
253041;06.11.2010 0:00:00.000000;14
253020;30.09.2010 0:00:00.000000;16
253019;08.01.2009 0:00:00.000000;10
253012;04.01.2009 0:00:00.000000;17
253000;24.10.2009 0:00:00.000000;23
252953;31.10.2010 0:00:00.000000;15
252931;14.09.2010 0:00:00.000000;11
252929;14.09.2010 0:00:00.000000;12
252912;11.05.2010 0:00:00.000000;13
252895;12.01.2009 0:00:00.000000;12
252874;07.01.2009 0:00:00.000000;4
252866;25.12.2010 0:00:00.000000;11
252803;10.09.2010 0:00:00.000000;13
252800;06.01.2009 0:00:00.000000;8
252705;03.10.2010 0:00:00.000000;24
252655;04.01.2009 0:00:00.000000;23
252643;24.09.2010 0:00:00.000000;13
252640;13.09.2010 0:00:00.000000;19
252626;23.10.2009 0:00:00.000000;5
252624;25.10.2010 0:00:00.000000;3
252618;05.01.2009 0:00:00.000000;14
252600;08.01.2009 0:00:00.000000;15
252575;07.10.2010 0:00:00.000000;4
252557;13.09.2010 0:00:00.000000;17
252554;12.01.2009 0:00:00.000000;14
252550;07.11.2010 0:00:00.000000;13
252544;24.09.2010 0:00:00.000000;14
252526;14.01.2009 0:00:00.000000;24
252518;08.01.2009 0:00:00.000000;3
252516;03.01.2009 0:00:00.000000;19
252516;07.01.2009 0:00:00.000000;3
252459;25.12.2010 0:00:00.000000;10
252414;08.01.2009 0:00:00.000000;2
252412;05.01.2009 0:00:00.000000;3
252376;17.10.2010 0:00:00.000000;5
252350;25.04.2010 0:00:00.000000;10
252347;25.04.2010 0:00:00.000000;2
252329;05.01.2009 0:00:00.000000;16
252325;13.09.2010 0:00:00.000000;22
252323;22.10.2009 0:00:00.000000;1
252321;08.01.2009 0:00:00.000000;14
252316;11.05.2010 0:00:00.000000;14
252315;10.09.2010 0:00:00.000000;14
252261;20.02.2009 0:00:00.000000;24
252253;18.10.2009 0:00:00.000000;15
252251;25.12.2010 0:00:00.000000;24
252244;09.01.2009 0:00:00.000000;16
252241;14.11.2010 0:00:00.000000;9
252228;12.01.2009 0:00:00.000000;11
252225;19.10.2009 0:00:00.000000;8
252199;31.10.2010 0:00:00.000000;13
252192;02.10.2010 0:00:00.000000;23
252175;24.09.2010 0:00:00.000000;10
252169;03.01.2009 0:00:00.000000;18
252146;20.10.2009 0:00:00.000000;24
252113;09.01.2009 0:00:00.000000;15
252104;05.01.2009 0:00:00.000000;10
252090;03.01.2009 0:00:00.000000;14
252069;09.01.2009 0:00:00.000000;12
252021;18.04.2010 0:00:00.000000;10
252002;04.01.2009 0:00:00.000000;6
251997;25.12.2010 0:00:00.000000;13
251959;02.05.2010 0:00:00.000000;13
251928;10.10.2010 0:00:00.000000;11
251878;21.11.2010 0:00:00.000000;6
251861;09.01.2009 0:00:00.000000;14
251824;01.10.2010 0:00:00.000000;18
251776;03.10.2010 0:00:00.000000;14
251775;14.09.2010 0:00:00.000000;13
251774;02.10.2009 0:00:00.000000;22
251749;12.01.2009 0:00:00.000000;2
251736;04.01.2009 0:00:00.000000;8
251718;25.10.2010 0:00:00.000000;6
251698;05.01.2009 0:00:00.000000;5
251692;25.10.2010 0:00:00.000000;4
251686;12.01.2009 0:00:00.000000;17
251673;04.01.2009 0:00:00.000000;12
251668;02.10.2010 0:00:00.000000;9
251640;18.10.2009 0:00:00.000000;11
251639;31.10.2010 0:00:00.000000;11
251614;09.01.2009 0:00:00.000000;11
251602;11.05.2010 0:00:00.000000;15
251598;11.05.2010 0:00:00.000000;3
251595;12.01.2009 0:00:00.000000;10
251584;03.01.2009 0:00:00.000000;17
251581;13.09.2010 0:00:00.000000;20
251540;22.10.2009 0:00:00.000000;7
251539;05.04.2010 0:00:00.000000;4
251497;21.02.2009 0:00:00.000000;16
251495;21.11.2010 0:00:00.000000;5
251487;21.10.2009 0:00:00.000000;7
251485;05.01.2009 0:00:00.000000;9
251442;15.09.2010 0:00:00.000000;10
251439;04.01.2009 0:00:00.000000;11
251427;31.10.2010 0:00:00.000000;16
251415;09.01.2009 0:00:00.000000;13
251397;02.05.2010 0:00:00.000000;16
251395;07.11.2010 0:00:00.000000;12
251393;06.01.2009 0:00:00.000000;23
251388;08.09.2010 0:00:00.000000;10
251334;08.01.2009 0:00:00.000000;5
251324;14.11.2010 0:00:00.000000;6
251312;14.11.2010 0:00:00.000000;4
251298;15.01.2009 0:00:00.000000;8
251297;25.12.2010 0:00:00.000000;15
251288;14.01.2009 0:00:00.000000;23
251268;26.10.2009 0:00:00.000000;4
251268;07.09.2010 0:00:00.000000;15
251251;05.01.2009 0:00:00.000000;6
251203;31.10.2010 0:00:00.000000;14
251197;06.09.2010 0:00:00.000000;17
251187;24.10.2009 0:00:00.000000;19
251183;09.05.2010 0:00:00.000000;12
251170;04.01.2009 0:00:00.000000;10
251164;07.11.2010 0:00:00.000000;15
251146;07.12.2009 0:00:00.000000;11
251112;12.01.2009 0:00:00.000000;13
251100;04.01.2009 0:00:00.000000;7
251069;20.03.2010 0:00:00.000000;12
251059;12.01.2009 0:00:00.000000;3
251056;06.09.2010 0:00:00.000000;16
251052;13.09.2010 0:00:00.000000;21
251049;14.11.2010 0:00:00.000000;5
251024;02.10.2009 0:00:00.000000;14
251012;30.09.2010 0:00:00.000000;17
250966;12.01.2009 0:00:00.000000;19
250956;14.01.2009 0:00:00.000000;16
250933;25.12.2010 0:00:00.000000;14
250926;27.09.2010 0:00:00.000000;14
250917;03.10.2010 0:00:00.000000;13
250915;02.10.2009 0:00:00.000000;15
250871;12.01.2009 0:00:00.000000;18
250859;20.03.2010 0:00:00.000000;11
250859;10.09.2010 0:00:00.000000;16
250842;06.09.2010 0:00:00.000000;15
250835;16.10.2009 0:00:00.000000;5
250834;06.09.2010 0:00:00.000000;22
250810;08.09.2010 0:00:00.000000;12
250807;13.09.2010 0:00:00.000000;23
250797;24.10.2009 0:00:00.000000;1
250774;04.01.2009 0:00:00.000000;5
250756;20.03.2010 0:00:00.000000;10
250723;05.01.2009 0:00:00.000000;4
250712;17.10.2010 0:00:00.000000;10
250709;02.10.2010 0:00:00.000000;15
250698;11.04.2010 0:00:00.000000;4
250694;14.11.2010 0:00:00.000000;8
250693;02.10.2009 0:00:00.000000;16
250675;02.03.2009 0:00:00.000000;15
250658;05.01.2009 0:00:00.000000;7
250644;03.01.2009 0:00:00.000000;20
250632;27.09.2010 0:00:00.000000;18
250625;22.10.2009 0:00:00.000000;2
250615;18.10.2009 0:00:00.000000;1
250602;10.10.2010 0:00:00.000000;3
250566;07.12.2009 0:00:00.000000;12
250562;02.10.2009 0:00:00.000000;21
250545;12.05.2010 0:00:00.000000;12
250528;09.01.2009 0:00:00.000000;10
250505;07.09.2010 0:00:00.000000;16
250477;09.01.2009 0:00:00.000000;7
250468;07.11.2010 0:00:00.000000;11
250456;14.09.2010 0:00:00.000000;23
250453;31.10.2010 0:00:00.000000;10
250431;02.10.2009 0:00:00.000000;17
250377;12.01.2009 0:00:00.000000;16
250362;04.01.2009 0:00:00.000000;1
250358;25.10.2010 0:00:00.000000;5
250322;21.02.2009 0:00:00.000000;14
250322;09.09.2010 0:00:00.000000;9
250306;11.05.2010 0:00:00.000000;16
250280;27.09.2010 0:00:00.000000;15
250272;11.01.2009 0:00:00.000000;21
250262;22.10.2009 0:00:00.000000;3
250225;13.01.2009 0:00:00.000000;16
250218;14.11.2010 0:00:00.000000;7
250174;14.09.2010 0:00:00.000000;18
250173;03.03.2009 0:00:00.000000;11
250152;20.02.2009 0:00:00.000000;23
250136;16.09.2010 0:00:00.000000;14
250126;22.10.2009 0:00:00.000000;4
250113;21.02.2009 0:00:00.000000;13
250107;30.09.2010 0:00:00.000000;13
250080;20.03.2010 0:00:00.000000;13
250050;03.01.2009 0:00:00.000000;15
250034;07.10.2010 0:00:00.000000;6
249996;12.01.2009 0:00:00.000000;15
249990;02.10.2009 0:00:00.000000;19
249955;09.01.2009 0:00:00.000000;2
249953;25.04.2010 0:00:00.000000;9
249951;02.10.2009 0:00:00.000000;13
249928;26.10.2009 0:00:00.000000;6
249896;02.10.2009 0:00:00.000000;20
249892;25.10.2009 0:00:00.000000;17
249880;08.09.2010 0:00:00.000000;11
249865;27.09.2010 0:00:00.000000;16
249843;13.09.2010 0:00:00.000000;18
249835;10.09.2010 0:00:00.000000;17
249828;15.01.2009 0:00:00.000000;1
249824;26.12.2010 0:00:00.000000;1
249782;30.03.2009 0:00:00.000000;14
249717;14.01.2009 0:00:00.000000;22
249705;25.04.2010 0:00:00.000000;4
249686;13.09.2010 0:00:00.000000;9
249684;10.01.2009 0:00:00.000000;1
249679;02.03.2009 0:00:00.000000;22
249679;15.09.2010 0:00:00.000000;20
249654;09.01.2009 0:00:00.000000;5
249639;08.10.2009 0:00:00.000000;14
249622;02.10.2009 0:00:00.000000;23
249619;26.10.2009 0:00:00.000000;5
249613;22.10.2009 0:00:00.000000;5
249602;07.12.2009 0:00:00.000000;14
249589;03.01.2009 0:00:00.000000;16
249589;11.05.2010 0:00:00.000000;4
249584;02.03.2009 0:00:00.000000;23
249556;26.12.2010 0:00:00.000000;9
249553;25.04.2010 0:00:00.000000;6
249541;08.09.2010 0:00:00.000000;13
249524;07.09.2010 0:00:00.000000;11
249517;08.09.2010 0:00:00.000000;14
249502;09.01.2009 0:00:00.000000;3
249501;07.12.2009 0:00:00.000000;10
249497;12.01.2009 0:00:00.000000;22
249487;25.04.2010 0:00:00.000000;3
249474;09.01.2009 0:00:00.000000;8
249439;11.05.2010 0:00:00.000000;5
249381;05.01.2009 0:00:00.000000;8
249367;21.02.2009 0:00:00.000000;17
249358;02.10.2010 0:00:00.000000;18
249327;20.10.2009 0:00:00.000000;2
249298;07.09.2010 0:00:00.000000;14
249296;02.10.2009 0:00:00.000000;18
249294;12.05.2010 0:00:00.000000;11
249272;01.10.2010 0:00:00.000000;17
249230;12.01.2009 0:00:00.000000;20
249225;09.01.2009 0:00:00.000000;9
249208;09.01.2009 0:00:00.000000;4
249202;14.09.2010 0:00:00.000000;22
249191;04.01.2009 0:00:00.000000;2
249190;02.10.2009 0:00:00.000000;12
249173;03.03.2009 0:00:00.000000;15
249119;18.10.2009 0:00:00.000000;24
249118;27.09.2010 0:00:00.000000;17
249116;20.10.2009 0:00:00.000000;1
249110;09.01.2009 0:00:00.000000;6
249109;24.10.2010 0:00:00.000000;11
249093;12.01.2009 0:00:00.000000;21
249093;25.04.2010 0:00:00.000000;5
249089;02.03.2009 0:00:00.000000;14
249038;24.02.2009 0:00:00.000000;15
249020;30.03.2009 0:00:00.000000;15
249002;11.05.2010 0:00:00.000000;17
248987;26.02.2009 0:00:00.000000;11
248947;11.01.2009 0:00:00.000000;23
248932;02.05.2010 0:00:00.000000;12
248930;15.01.2009 0:00:00.000000;20
248879;21.02.2009 0:00:00.000000;15
248878;06.09.2010 0:00:00.000000;21
248861;24.10.2010 0:00:00.000000;12
248850;07.12.2009 0:00:00.000000;17
248808;04.01.2009 0:00:00.000000;4
248805;08.10.2009 0:00:00.000000;15
248801;01.10.2010 0:00:00.000000;16
248798;24.10.2010 0:00:00.000000;17
248782;07.12.2009 0:00:00.000000;15
248781;27.09.2010 0:00:00.000000;20
248779;06.09.2010 0:00:00.000000;18
248767;07.01.2009 0:00:00.000000;5
248751;25.04.2010 0:00:00.000000;8
248735;01.10.2010 0:00:00.000000;24
248728;10.01.2009 0:00:00.000000;18
248723;02.03.2009 0:00:00.000000;11
248695;08.09.2010 0:00:00.000000;22
248682;05.04.2010 0:00:00.000000;7
248652;24.02.2009 0:00:00.000000;16
248645;22.10.2009 0:00:00.000000;6
248645;24.10.2010 0:00:00.000000;16
248612;24.10.2010 0:00:00.000000;10
248579;07.12.2009 0:00:00.000000;16
248556;11.05.2010 0:00:00.000000;6
248550;04.01.2009 0:00:00.000000;3
248499;06.09.2010 0:00:00.000000;20
248496;12.05.2010 0:00:00.000000;10
248493;07.09.2010 0:00:00.000000;12
248489;03.01.2009 0:00:00.000000;7
248482;27.09.2010 0:00:00.000000;19
248476;21.10.2009 0:00:00.000000;3
248462;11.01.2009 0:00:00.000000;20
248437;02.03.2009 0:00:00.000000;12
248428;10.01.2009 0:00:00.000000;21
248426;15.01.2009 0:00:00.000000;19
248351;24.02.2009 0:00:00.000000;20
248347;07.09.2010 0:00:00.000000;10
248345;02.10.2009 0:00:00.000000;11
248287;03.03.2009 0:00:00.000000;7
248264;03.01.2009 0:00:00.000000;21
248254;03.01.2009 0:00:00.000000;23
248243;03.01.2009 0:00:00.000000;12
248240;18.04.2010 0:00:00.000000;4
248233;29.09.2010 0:00:00.000000;11
248224;19.04.2010 0:00:00.000000;24
248201;29.09.2010 0:00:00.000000;10
248191;06.09.2010 0:00:00.000000;23
248188;07.12.2009 0:00:00.000000;13
248174;08.09.2010 0:00:00.000000;23
248143;30.03.2009 0:00:00.000000;12
248142;09.10.2010 0:00:00.000000;8
248125;07.09.2010 0:00:00.000000;19
248124;03.01.2009 0:00:00.000000;13
248124;02.03.2009 0:00:00.000000;13
248092;12.01.2009 0:00:00.000000;9
248085;10.09.2010 0:00:00.000000;18
248066;12.05.2010 0:00:00.000000;13
248058;03.01.2009 0:00:00.000000;22
248045;03.01.2009 0:00:00.000000;11
248001;04.02.2009 0:00:00.000000;12
247998;02.03.2009 0:00:00.000000;16
247991;02.03.2009 0:00:00.000000;9
247958;08.10.2009 0:00:00.000000;13
247955;30.09.2010 0:00:00.000000;12
247933;20.02.2009 0:00:00.000000;22
247928;02.03.2009 0:00:00.000000;10
247899;02.10.2010 0:00:00.000000;24
247896;24.02.2009 0:00:00.000000;14
247893;26.02.2009 0:00:00.000000;12
247889;20.03.2010 0:00:00.000000;14
247879;15.01.2009 0:00:00.000000;11
247844;10.01.2009 0:00:00.000000;20
247833;10.09.2010 0:00:00.000000;21
247823;10.01.2009 0:00:00.000000;17
247795;02.10.2010 0:00:00.000000;8
247788;02.01.2009 0:00:00.000000;23
247785;08.10.2009 0:00:00.000000;12
247736;11.01.2009 0:00:00.000000;19
247735;10.01.2009 0:00:00.000000;22
247730;10.01.2009 0:00:00.000000;13
247723;20.03.2010 0:00:00.000000;15
247679;24.10.2010 0:00:00.000000;15
247663;15.01.2009 0:00:00.000000;12
247605;27.09.2010 0:00:00.000000;21
247585;06.01.2009 0:00:00.000000;24
247581;25.04.2010 0:00:00.000000;7
247553;02.01.2009 0:00:00.000000;24
247549;30.09.2010 0:00:00.000000;20
247524;07.09.2010 0:00:00.000000;13
247514;10.01.2009 0:00:00.000000;19
247483;08.10.2009 0:00:00.000000;16
247481;30.09.2010 0:00:00.000000;22
247480;06.09.2010 0:00:00.000000;19
247476;08.10.2010 0:00:00.000000;6
247436;03.03.2009 0:00:00.000000;17
247425;21.10.2009 0:00:00.000000;4
247422;24.02.2009 0:00:00.000000;11
247410;02.01.2009 0:00:00.000000;18
247407;24.09.2010 0:00:00.000000;9
247403;24.09.2010 0:00:00.000000;19
247399;15.01.2009 0:00:00.000000;10
247385;20.03.2010 0:00:00.000000;18
247381;10.01.2009 0:00:00.000000;3
247374;01.10.2010 0:00:00.000000;15
247368;20.03.2010 0:00:00.000000;9
247368;07.09.2010 0:00:00.000000;22
247358;02.03.2009 0:00:00.000000;20
247350;24.02.2009 0:00:00.000000;19
247343;10.10.2010 0:00:00.000000;10
247342;03.01.2009 0:00:00.000000;24
247342;03.03.2009 0:00:00.000000;16
247310;30.09.2010 0:00:00.000000;11
247277;27.02.2009 0:00:00.000000;16
247248;24.10.2010 0:00:00.000000;14
247241;10.01.2009 0:00:00.000000;16
247233;30.03.2009 0:00:00.000000;11
247200;19.10.2009 0:00:00.000000;1
247200;26.12.2010 0:00:00.000000;2
247190;27.02.2009 0:00:00.000000;15
247162;18.10.2009 0:00:00.000000;2
247149;27.09.2010 0:00:00.000000;22
247139;06.09.2010 0:00:00.000000;8
247132;24.02.2009 0:00:00.000000;17
247126;02.01.2009 0:00:00.000000;19
247125;10.01.2009 0:00:00.000000;23
247113;25.12.2010 0:00:00.000000;9
247111;30.03.2009 0:00:00.000000;13
247110;26.02.2009 0:00:00.000000;13
247102;27.02.2009 0:00:00.000000;14
247070;03.03.2009 0:00:00.000000;10
247061;18.04.2010 0:00:00.000000;9
247058;14.09.2010 0:00:00.000000;19
247054;12.01.2009 0:00:00.000000;23
247039;24.02.2009 0:00:00.000000;12
247023;21.10.2009 0:00:00.000000;6
247023;10.09.2010 0:00:00.000000;22
247019;30.09.2010 0:00:00.000000;10
247005;02.03.2009 0:00:00.000000;21
246999;10.01.2009 0:00:00.000000;14
246991;30.09.2010 0:00:00.000000;21
246983;08.10.2009 0:00:00.000000;10
246893;02.03.2009 0:00:00.000000;17
246892;24.02.2009 0:00:00.000000;21
246872;24.02.2009 0:00:00.000000;10
246872;26.12.2010 0:00:00.000000;6
246835;08.10.2009 0:00:00.000000;11
246800;02.05.2010 0:00:00.000000;14
246778;10.05.2010 0:00:00.000000;7
246771;02.01.2009 0:00:00.000000;20
246770;02.10.2010 0:00:00.000000;16
246765;30.09.2010 0:00:00.000000;19
246753;20.03.2010 0:00:00.000000;17
246705;15.01.2009 0:00:00.000000;18
246688;07.12.2009 0:00:00.000000;18
246667;26.12.2010 0:00:00.000000;5
246636;16.03.2009 0:00:00.000000;11
246635;02.10.2009 0:00:00.000000;24
246633;26.02.2009 0:00:00.000000;14
246626;03.01.2009 0:00:00.000000;10
246536;10.01.2009 0:00:00.000000;2
246533;15.01.2009 0:00:00.000000;4
246507;24.10.2009 0:00:00.000000;3
246470;26.02.2009 0:00:00.000000;15
246461;16.09.2010 0:00:00.000000;11
246460;02.05.2010 0:00:00.000000;15
246439;03.04.2009 0:00:00.000000;16
246427;14.09.2010 0:00:00.000000;20
246412;21.10.2009 0:00:00.000000;1
246410;02.05.2010 0:00:00.000000;11
246404;26.02.2009 0:00:00.000000;23
246384;12.05.2010 0:00:00.000000;15
246381;10.01.2009 0:00:00.000000;15
246370;24.09.2010 0:00:00.000000;20
246368;12.05.2010 0:00:00.000000;16
246355;24.10.2010 0:00:00.000000;13
246346;26.12.2010 0:00:00.000000;7
246338;26.12.2010 0:00:00.000000;3
246317;20.10.2009 0:00:00.000000;7
246308;04.02.2009 0:00:00.000000;11
246285;18.04.2010 0:00:00.000000;7
246274;24.10.2009 0:00:00.000000;24
246226;08.09.2010 0:00:00.000000;18
246224;04.02.2009 0:00:00.000000;13
246220;12.05.2010 0:00:00.000000;14
246213;27.02.2009 0:00:00.000000;17
246204;04.03.2009 0:00:00.000000;16
246193;03.03.2009 0:00:00.000000;13
246179;03.03.2009 0:00:00.000000;14
246171;02.01.2009 0:00:00.000000;22
246153;11.04.2010 0:00:00.000000;10
246150;10.09.2010 0:00:00.000000;19
246139;14.09.2010 0:00:00.000000;24
246130;09.09.2010 0:00:00.000000;19
246125;15.01.2009 0:00:00.000000;21
246124;16.09.2010 0:00:00.000000;12
246123;20.03.2010 0:00:00.000000;16
246114;12.01.2009 0:00:00.000000;6
246108;15.01.2009 0:00:00.000000;7
246102;26.02.2009 0:00:00.000000;20
246097;07.09.2010 0:00:00.000000;9
246083;24.10.2009 0:00:00.000000;4
246056;26.12.2010 0:00:00.000000;8
246047;10.09.2010 0:00:00.000000;20
246045;14.09.2010 0:00:00.000000;9
246044;21.02.2009 0:00:00.000000;1
246035;11.01.2009 0:00:00.000000;13
246001;02.01.2009 0:00:00.000000;21
245993;01.03.2009 0:00:00.000000;23
245984;02.03.2009 0:00:00.000000;24
245973;07.12.2009 0:00:00.000000;22
245956;04.03.2009 0:00:00.000000;15
245955;02.03.2009 0:00:00.000000;19
245937;25.02.2009 0:00:00.000000;10
245929;12.01.2009 0:00:00.000000;5
245908;10.10.2010 0:00:00.000000;8
245888;12.01.2009 0:00:00.000000;8
245887;21.02.2009 0:00:00.000000;12
245875;04.03.2009 0:00:00.000000;18
245872;01.10.2010 0:00:00.000000;14
245825;02.10.2010 0:00:00.000000;17
245806;18.04.2010 0:00:00.000000;5
245790;24.02.2009 0:00:00.000000;22
245789;04.03.2009 0:00:00.000000;17
245786;15.09.2010 0:00:00.000000;21
245780;27.02.2009 0:00:00.000000;23
245776;03.03.2009 0:00:00.000000;1
245767;14.09.2010 0:00:00.000000;21
245756;26.02.2009 0:00:00.000000;10
245752;24.02.2009 0:00:00.000000;9
245749;24.10.2009 0:00:00.000000;2
245715;01.10.2010 0:00:00.000000;12
245707;02.10.2009 0:00:00.000000;10
245688;03.03.2009 0:00:00.000000;12
245685;26.12.2010 0:00:00.000000;4
245676;29.09.2010 0:00:00.000000;15
245642;21.02.2009 0:00:00.000000;19
245609;24.02.2009 0:00:00.000000;23
245599;15.09.2010 0:00:00.000000;22
245579;09.10.2010 0:00:00.000000;7
245565;01.01.2009 0:00:00.000000;16
245563;04.02.2009 0:00:00.000000;14
245558;24.02.2009 0:00:00.000000;13
245545;25.02.2009 0:00:00.000000;12
245531;07.12.2009 0:00:00.000000;19
245507;27.02.2009 0:00:00.000000;12
245498;01.01.2009 0:00:00.000000;14
245485;16.09.2010 0:00:00.000000;13
245468;07.09.2010 0:00:00.000000;20
245467;07.12.2009 0:00:00.000000;20
245457;13.01.2009 0:00:00.000000;11
245452;25.12.2010 0:00:00.000000;2
245425;23.02.2009 0:00:00.000000;20
245417;01.10.2009 0:00:00.000000;22
245410;03.01.2009 0:00:00.000000;1
245410;15.01.2009 0:00:00.000000;5
245402;12.05.2010 0:00:00.000000;17
245401;04.02.2009 0:00:00.000000;15
245387;18.04.2010 0:00:00.000000;6
245371;15.01.2009 0:00:00.000000;17
245367;03.01.2009 0:00:00.000000;8
245346;15.01.2009 0:00:00.000000;9
245332;10.09.2010 0:00:00.000000;9
245312;26.02.2009 0:00:00.000000;16
245306;02.03.2009 0:00:00.000000;8
245305;07.12.2009 0:00:00.000000;23
245285;03.09.2010 0:00:00.000000;15
245283;25.02.2009 0:00:00.000000;11
245270;24.10.2009 0:00:00.000000;5
245268;11.04.2010 0:00:00.000000;5
245264;24.02.2009 0:00:00.000000;18
245231;03.01.2009 0:00:00.000000;3
245225;07.01.2009 0:00:00.000000;1
245186;05.02.2009 0:00:00.000000;20
245184;22.09.2010 0:00:00.000000;12
245171;02.01.2009 0:00:00.000000;16
245158;08.09.2010 0:00:00.000000;9
245154;02.10.2010 0:00:00.000000;3
245151;26.02.2009 0:00:00.000000;22
245143;20.02.2009 0:00:00.000000;19
245139;20.02.2009 0:00:00.000000;21
245135;14.01.2009 0:00:00.000000;15
245117;05.02.2009 0:00:00.000000;16
245097;11.01.2009 0:00:00.000000;18
245090;23.02.2009 0:00:00.000000;24
245087;02.01.2009 0:00:00.000000;17
245082;08.09.2010 0:00:00.000000;19
245080;05.02.2009 0:00:00.000000;19
245058;04.02.2009 0:00:00.000000;20
245054;22.09.2010 0:00:00.000000;11
245053;27.02.2009 0:00:00.000000;24
245051;22.02.2009 0:00:00.000000;1
245043;11.04.2010 0:00:00.000000;9
245034;24.09.2010 0:00:00.000000;18
245030;02.01.2009 0:00:00.000000;1
245019;02.03.2009 0:00:00.000000;18
245013;30.03.2009 0:00:00.000000;16
244997;11.01.2009 0:00:00.000000;12
244989;25.12.2010 0:00:00.000000;8
244952;23.02.2009 0:00:00.000000;22
244952;25.02.2009 0:00:00.000000;17
244943;03.01.2009 0:00:00.000000;2
244926;03.01.2009 0:00:00.000000;9
244918;13.01.2009 0:00:00.000000;18
244886;26.02.2009 0:00:00.000000;17
244885;04.02.2009 0:00:00.000000;10
244876;29.09.2010 0:00:00.000000;12
244869;19.10.2009 0:00:00.000000;2
244847;03.04.2009 0:00:00.000000;17
244846;12.01.2009 0:00:00.000000;24
244836;13.01.2009 0:00:00.000000;17
244832;26.02.2009 0:00:00.000000;21
244818;21.10.2009 0:00:00.000000;5
244798;26.02.2009 0:00:00.000000;18
244786;01.03.2009 0:00:00.000000;22
244753;24.09.2010 0:00:00.000000;8
244752;05.02.2009 0:00:00.000000;17
244752;15.09.2010 0:00:00.000000;23
244739;07.12.2009 0:00:00.000000;21
244725;02.05.2010 0:00:00.000000;10
244723;02.10.2010 0:00:00.000000;1
244722;27.02.2009 0:00:00.000000;21
244705;15.01.2009 0:00:00.000000;6
244705;27.02.2009 0:00:00.000000;22
244704;13.01.2009 0:00:00.000000;19
244704;15.01.2009 0:00:00.000000;3
244698;03.01.2009 0:00:00.000000;5
244657;11.01.2009 0:00:00.000000;11
244656;12.01.2009 0:00:00.000000;7
244655;26.02.2009 0:00:00.000000;24
244636;18.04.2010 0:00:00.000000;8
244632;07.10.2009 0:00:00.000000;16
244618;01.03.2009 0:00:00.000000;24
244616;03.04.2009 0:00:00.000000;15
244598;27.02.2009 0:00:00.000000;10
244596;20.10.2009 0:00:00.000000;3
244563;03.09.2010 0:00:00.000000;14
244538;11.04.2010 0:00:00.000000;11
244525;01.10.2010 0:00:00.000000;11
244513;23.02.2009 0:00:00.000000;21
244506;21.02.2009 0:00:00.000000;20
244504;05.02.2009 0:00:00.000000;21
244501;28.02.2009 0:00:00.000000;18
244493;24.09.2010 0:00:00.000000;3
244476;26.02.2009 0:00:00.000000;19
244471;07.09.2010 0:00:00.000000;21
244470;22.02.2009 0:00:00.000000;23
244418;02.01.2009 0:00:00.000000;14
244412;02.01.2009 0:00:00.000000;11
244412;21.02.2009 0:00:00.000000;18
244387;21.10.2009 0:00:00.000000;2
244367;24.02.2009 0:00:00.000000;8
244360;11.04.2010 0:00:00.000000;7
244350;09.09.2010 0:00:00.000000;20
244336;03.04.2009 0:00:00.000000;18
