VALUE;DATE;HOUR
287504;22.11.2010 0:00:00.000000;7
287500;06.03.2010 0:00:00.000000;7
287497;01.12.2009 0:00:00.000000;4
287493;20.04.2010 0:00:00.000000;18
287485;18.11.2009 0:00:00.000000;4
287483;25.11.2009 0:00:00.000000;6
287464;13.12.2009 0:00:00.000000;5
287454;14.04.2010 0:00:00.000000;3
287425;02.12.2009 0:00:00.000000;23
287420;06.03.2010 0:00:00.000000;6
287415;04.12.2009 0:00:00.000000;2
287409;03.01.2010 0:00:00.000000;9
287405;13.10.2009 0:00:00.000000;22
287388;13.12.2009 0:00:00.000000;9
287386;15.10.2009 0:00:00.000000;24
287384;16.12.2010 0:00:00.000000;8
287380;14.10.2009 0:00:00.000000;9
287354;13.04.2010 0:00:00.000000;5
287352;25.11.2009 0:00:00.000000;24
287346;15.04.2010 0:00:00.000000;6
287339;12.10.2010 0:00:00.000000;20
287313;06.03.2010 0:00:00.000000;5
287290;23.10.2010 0:00:00.000000;3
287289;04.05.2010 0:00:00.000000;18
287264;04.12.2009 0:00:00.000000;22
287227;29.10.2009 0:00:00.000000;17
287223;03.01.2010 0:00:00.000000;8
287217;02.04.2010 0:00:00.000000;20
287211;21.11.2009 0:00:00.000000;22
287209;05.05.2010 0:00:00.000000;14
287194;12.11.2009 0:00:00.000000;2
287190;22.11.2010 0:00:00.000000;6
287186;04.12.2009 0:00:00.000000;21
287170;05.05.2010 0:00:00.000000;13
287110;01.12.2009 0:00:00.000000;5
287104;26.03.2010 0:00:00.000000;5
287103;28.04.2010 0:00:00.000000;22
287099;28.12.2010 0:00:00.000000;11
287096;28.11.2010 0:00:00.000000;24
287071;27.12.2009 0:00:00.000000;7
287070;25.11.2009 0:00:00.000000;5
287045;06.11.2009 0:00:00.000000;6
287018;04.05.2010 0:00:00.000000;22
286991;04.12.2009 0:00:00.000000;5
286990;13.12.2009 0:00:00.000000;6
286980;03.01.2010 0:00:00.000000;7
286957;29.10.2009 0:00:00.000000;15
286953;30.10.2010 0:00:00.000000;8
286949;23.04.2010 0:00:00.000000;1
286913;29.04.2010 0:00:00.000000;17
286891;03.01.2010 0:00:00.000000;6
286883;28.02.2010 0:00:00.000000;11
286873;31.10.2009 0:00:00.000000;2
286866;26.11.2009 0:00:00.000000;24
286861;08.04.2010 0:00:00.000000;4
286844;05.05.2010 0:00:00.000000;16
286843;02.01.2010 0:00:00.000000;10
286831;04.12.2009 0:00:00.000000;6
286830;02.04.2010 0:00:00.000000;2
286817;02.04.2010 0:00:00.000000;16
286794;13.11.2009 0:00:00.000000;4
286750;28.11.2010 0:00:00.000000;9
286749;13.03.2010 0:00:00.000000;8
286720;14.11.2009 0:00:00.000000;5
286712;13.04.2010 0:00:00.000000;4
286706;01.12.2009 0:00:00.000000;7
286692;29.10.2009 0:00:00.000000;16
286670;14.04.2010 0:00:00.000000;5
286661;29.10.2009 0:00:00.000000;19
286654;07.05.2010 0:00:00.000000;15
286645;07.03.2010 0:00:00.000000;6
286640;16.04.2010 0:00:00.000000;7
286628;15.04.2010 0:00:00.000000;5
286627;02.01.2010 0:00:00.000000;7
286616;15.04.2010 0:00:00.000000;4
286597;30.10.2010 0:00:00.000000;3
286591;14.04.2010 0:00:00.000000;6
286563;03.01.2010 0:00:00.000000;5
286555;16.12.2010 0:00:00.000000;2
286549;05.05.2010 0:00:00.000000;9
286546;11.11.2009 0:00:00.000000;7
286533;13.03.2010 0:00:00.000000;7
286517;02.01.2010 0:00:00.000000;5
286495;08.04.2010 0:00:00.000000;3
286489;13.11.2009 0:00:00.000000;7
286464;24.04.2010 0:00:00.000000;1
286462;21.04.2010 0:00:00.000000;8
286446;08.04.2010 0:00:00.000000;2
286441;14.11.2010 0:00:00.000000;19
286437;27.11.2009 0:00:00.000000;9
286409;02.01.2010 0:00:00.000000;4
286408;21.03.2010 0:00:00.000000;18
286399;28.04.2010 0:00:00.000000;20
286372;02.12.2009 0:00:00.000000;7
286361;06.11.2010 0:00:00.000000;7
286356;06.11.2010 0:00:00.000000;3
286323;13.11.2009 0:00:00.000000;3
286313;11.11.2009 0:00:00.000000;5
286310;07.03.2010 0:00:00.000000;5
286264;11.04.2010 0:00:00.000000;18
286248;28.11.2009 0:00:00.000000;1
286223;02.01.2010 0:00:00.000000;6
286214;07.03.2010 0:00:00.000000;3
286205;29.10.2009 0:00:00.000000;14
286201;11.11.2010 0:00:00.000000;7
286200;22.04.2010 0:00:00.000000;7
286175;14.11.2009 0:00:00.000000;6
286169;27.12.2010 0:00:00.000000;17
286142;12.10.2010 0:00:00.000000;19
286114;09.11.2009 0:00:00.000000;5
286094;09.04.2010 0:00:00.000000;2
286076;06.11.2010 0:00:00.000000;8
286074;13.03.2010 0:00:00.000000;5
286061;12.04.2010 0:00:00.000000;4
286035;21.03.2010 0:00:00.000000;17
286033;13.04.2010 0:00:00.000000;3
286025;22.04.2010 0:00:00.000000;1
286015;27.12.2009 0:00:00.000000;8
286003;08.04.2010 0:00:00.000000;5
285982;11.11.2010 0:00:00.000000;4
285977;22.11.2010 0:00:00.000000;2
285957;14.03.2010 0:00:00.000000;14
285943;12.11.2009 0:00:00.000000;7
285934;06.05.2010 0:00:00.000000;10
285928;28.12.2010 0:00:00.000000;10
285920;08.11.2009 0:00:00.000000;3
285914;16.10.2010 0:00:00.000000;7
285888;13.04.2010 0:00:00.000000;6
285887;07.05.2010 0:00:00.000000;13
285864;15.10.2009 0:00:00.000000;9
285862;08.04.2010 0:00:00.000000;6
285819;27.04.2010 0:00:00.000000;8
285811;06.11.2010 0:00:00.000000;4
285808;22.03.2010 0:00:00.000000;1
285804;16.10.2010 0:00:00.000000;4
285800;22.11.2009 0:00:00.000000;24
285767;11.11.2010 0:00:00.000000;5
285759;16.04.2010 0:00:00.000000;5
285730;11.11.2010 0:00:00.000000;3
285706;07.03.2010 0:00:00.000000;7
285705;19.04.2010 0:00:00.000000;7
285699;16.04.2010 0:00:00.000000;2
285699;16.04.2010 0:00:00.000000;6
285695;02.01.2010 0:00:00.000000;8
285673;11.11.2009 0:00:00.000000;6
285631;16.10.2010 0:00:00.000000;6
285617;18.11.2009 0:00:00.000000;5
285614;20.04.2010 0:00:00.000000;8
285614;28.04.2010 0:00:00.000000;21
285613;14.03.2010 0:00:00.000000;18
285603;11.11.2010 0:00:00.000000;2
285597;21.11.2009 0:00:00.000000;21
285596;09.11.2009 0:00:00.000000;6
285574;21.11.2009 0:00:00.000000;2
285561;12.12.2009 0:00:00.000000;13
285537;08.11.2010 0:00:00.000000;5
285528;14.03.2010 0:00:00.000000;12
285527;07.03.2010 0:00:00.000000;8
285525;12.04.2010 0:00:00.000000;5
285508;28.02.2010 0:00:00.000000;9
285469;21.11.2009 0:00:00.000000;10
285459;27.12.2010 0:00:00.000000;18
285448;29.10.2010 0:00:00.000000;4
285375;09.10.2010 0:00:00.000000;3
285368;13.10.2009 0:00:00.000000;21
285342;18.11.2009 0:00:00.000000;6
285320;03.05.2010 0:00:00.000000;17
285318;22.11.2010 0:00:00.000000;5
285292;24.04.2010 0:00:00.000000;2
285285;17.04.2010 0:00:00.000000;1
285268;22.04.2010 0:00:00.000000;2
285262;07.03.2010 0:00:00.000000;4
285239;05.05.2010 0:00:00.000000;17
285224;13.11.2009 0:00:00.000000;5
285165;13.03.2010 0:00:00.000000;6
285138;28.02.2010 0:00:00.000000;10
285112;19.03.2010 0:00:00.000000;23
285095;02.01.2010 0:00:00.000000;9
285071;03.05.2010 0:00:00.000000;23
285064;23.11.2009 0:00:00.000000;1
285049;16.04.2010 0:00:00.000000;4
285018;27.12.2010 0:00:00.000000;16
285014;07.04.2010 0:00:00.000000;1
285012;14.03.2010 0:00:00.000000;11
284993;29.10.2009 0:00:00.000000;22
284964;12.04.2010 0:00:00.000000;6
284941;04.05.2010 0:00:00.000000;23
284941;28.12.2010 0:00:00.000000;12
284913;23.10.2010 0:00:00.000000;6
284889;08.11.2010 0:00:00.000000;6
284886;22.04.2010 0:00:00.000000;4
284858;23.10.2010 0:00:00.000000;4
284851;29.10.2009 0:00:00.000000;23
284838;23.04.2010 0:00:00.000000;8
284815;06.03.2010 0:00:00.000000;3
284780;22.04.2010 0:00:00.000000;3
284750;09.04.2010 0:00:00.000000;3
284743;03.04.2010 0:00:00.000000;12
284736;12.11.2009 0:00:00.000000;5
284735;02.12.2009 0:00:00.000000;1
284731;26.11.2009 0:00:00.000000;8
284705;11.11.2010 0:00:00.000000;6
284682;19.04.2010 0:00:00.000000;2
284652;22.11.2009 0:00:00.000000;15
284625;14.03.2010 0:00:00.000000;13
284625;09.04.2010 0:00:00.000000;6
284618;27.12.2010 0:00:00.000000;19
284611;12.10.2010 0:00:00.000000;1
284598;03.05.2010 0:00:00.000000;11
284592;01.12.2009 0:00:00.000000;6
284576;03.04.2010 0:00:00.000000;13
284559;25.10.2010 0:00:00.000000;2
284524;16.10.2009 0:00:00.000000;24
284508;29.04.2010 0:00:00.000000;23
284491;11.10.2010 0:00:00.000000;9
284478;03.05.2010 0:00:00.000000;14
284450;31.01.2010 0:00:00.000000;11
284444;22.04.2010 0:00:00.000000;6
284435;06.01.2010 0:00:00.000000;3
284428;27.11.2009 0:00:00.000000;8
284426;19.04.2010 0:00:00.000000;3
284423;09.04.2010 0:00:00.000000;4
284382;12.11.2009 0:00:00.000000;6
284360;28.11.2010 0:00:00.000000;1
284359;12.10.2010 0:00:00.000000;7
284358;22.04.2010 0:00:00.000000;5
284332;12.12.2009 0:00:00.000000;15
284324;06.11.2010 0:00:00.000000;2
284313;21.11.2009 0:00:00.000000;24
284311;14.10.2009 0:00:00.000000;23
284311;21.11.2009 0:00:00.000000;23
284297;29.04.2010 0:00:00.000000;22
284269;21.11.2009 0:00:00.000000;3
284234;20.04.2010 0:00:00.000000;1
284230;06.11.2010 0:00:00.000000;6
284214;02.12.2009 0:00:00.000000;3
284208;02.12.2009 0:00:00.000000;4
284164;06.11.2010 0:00:00.000000;5
284163;02.04.2010 0:00:00.000000;19
284127;29.10.2010 0:00:00.000000;5
284123;06.05.2010 0:00:00.000000;11
284086;07.04.2010 0:00:00.000000;5
284085;06.11.2010 0:00:00.000000;18
284059;05.10.2010 0:00:00.000000;1
284014;14.11.2009 0:00:00.000000;7
283993;16.04.2010 0:00:00.000000;3
283963;13.11.2009 0:00:00.000000;6
283934;26.10.2010 0:00:00.000000;6
283887;12.12.2009 0:00:00.000000;16
283869;09.04.2010 0:00:00.000000;5
283867;06.03.2010 0:00:00.000000;4
283771;07.04.2010 0:00:00.000000;4
283738;07.11.2010 0:00:00.000000;19
283726;07.04.2010 0:00:00.000000;3
283719;19.04.2010 0:00:00.000000;4
283683;29.10.2009 0:00:00.000000;13
283680;14.11.2009 0:00:00.000000;8
283664;28.11.2009 0:00:00.000000;2
283661;22.11.2009 0:00:00.000000;14
283642;27.12.2010 0:00:00.000000;11
283637;17.01.2010 0:00:00.000000;11
283633;26.11.2009 0:00:00.000000;1
283629;27.12.2010 0:00:00.000000;15
283613;23.04.2010 0:00:00.000000;2
283568;31.10.2009 0:00:00.000000;9
283538;12.12.2009 0:00:00.000000;14
283528;02.12.2009 0:00:00.000000;5
283524;03.05.2010 0:00:00.000000;12
283492;13.10.2009 0:00:00.000000;15
283485;16.10.2010 0:00:00.000000;5
283469;03.05.2010 0:00:00.000000;13
283418;03.05.2010 0:00:00.000000;22
283366;09.01.2010 0:00:00.000000;10
283357;28.04.2010 0:00:00.000000;24
283315;06.05.2010 0:00:00.000000;15
283308;28.11.2009 0:00:00.000000;4
283276;28.04.2010 0:00:00.000000;8
283254;07.04.2010 0:00:00.000000;2
283253;20.03.2010 0:00:00.000000;20
283241;14.03.2010 0:00:00.000000;10
283230;07.04.2010 0:00:00.000000;6
283209;02.12.2009 0:00:00.000000;6
283192;01.11.2010 0:00:00.000000;2
283191;29.10.2009 0:00:00.000000;11
283174;02.12.2009 0:00:00.000000;2
283143;26.10.2010 0:00:00.000000;5
283124;29.10.2009 0:00:00.000000;21
283099;13.10.2009 0:00:00.000000;16
282994;26.03.2010 0:00:00.000000;6
282977;29.10.2009 0:00:00.000000;24
282964;16.12.2010 0:00:00.000000;5
282961;14.03.2010 0:00:00.000000;15
282945;11.10.2010 0:00:00.000000;8
282929;28.04.2010 0:00:00.000000;1
282869;20.03.2010 0:00:00.000000;21
282865;04.12.2009 0:00:00.000000;23
282812;14.03.2010 0:00:00.000000;17
282788;06.05.2010 0:00:00.000000;9
282786;28.02.2010 0:00:00.000000;8
282733;03.04.2010 0:00:00.000000;14
282726;08.11.2010 0:00:00.000000;4
282715;07.05.2010 0:00:00.000000;9
282695;19.04.2010 0:00:00.000000;5
282648;03.05.2010 0:00:00.000000;15
282641;27.12.2010 0:00:00.000000;10
282639;29.10.2009 0:00:00.000000;12
282631;29.10.2009 0:00:00.000000;20
282628;21.04.2010 0:00:00.000000;7
282611;14.10.2009 0:00:00.000000;8
282584;07.05.2010 0:00:00.000000;16
282536;19.04.2010 0:00:00.000000;6
282534;17.04.2010 0:00:00.000000;2
282530;05.05.2010 0:00:00.000000;18
282526;29.04.2010 0:00:00.000000;8
282503;06.05.2010 0:00:00.000000;12
282396;23.11.2009 0:00:00.000000;7
282390;27.11.2009 0:00:00.000000;1
282380;23.10.2010 0:00:00.000000;5
282352;27.12.2010 0:00:00.000000;9
282351;16.12.2010 0:00:00.000000;6
282344;13.10.2009 0:00:00.000000;17
282344;20.04.2010 0:00:00.000000;24
282287;12.10.2009 0:00:00.000000;22
282278;29.04.2010 0:00:00.000000;19
282277;23.11.2009 0:00:00.000000;3
282262;03.05.2010 0:00:00.000000;18
282261;31.10.2009 0:00:00.000000;10
282250;14.03.2010 0:00:00.000000;9
282229;03.12.2009 0:00:00.000000;3
282194;03.05.2010 0:00:00.000000;19
282191;14.03.2010 0:00:00.000000;8
282190;23.11.2009 0:00:00.000000;2
282166;22.11.2009 0:00:00.000000;13
282147;21.11.2009 0:00:00.000000;4
282127;20.03.2010 0:00:00.000000;22
282101;23.11.2009 0:00:00.000000;4
282065;06.11.2010 0:00:00.000000;9
282059;03.05.2010 0:00:00.000000;20
282044;23.04.2010 0:00:00.000000;3
282035;13.10.2009 0:00:00.000000;11
282014;27.12.2010 0:00:00.000000;20
282003;28.11.2009 0:00:00.000000;3
281995;14.03.2010 0:00:00.000000;3
281944;13.10.2009 0:00:00.000000;18
281941;02.12.2009 0:00:00.000000;22
281930;27.12.2010 0:00:00.000000;21
281890;04.05.2010 0:00:00.000000;24
281883;27.12.2010 0:00:00.000000;12
281860;14.03.2010 0:00:00.000000;7
281859;26.10.2010 0:00:00.000000;4
281802;29.04.2010 0:00:00.000000;20
281788;14.03.2010 0:00:00.000000;16
281779;21.11.2009 0:00:00.000000;5
281719;13.10.2009 0:00:00.000000;13
281706;13.10.2009 0:00:00.000000;12
281678;22.11.2009 0:00:00.000000;1
281661;05.05.2010 0:00:00.000000;22
281653;21.11.2009 0:00:00.000000;6
281645;29.10.2009 0:00:00.000000;10
281640;20.03.2010 0:00:00.000000;19
281635;02.04.2010 0:00:00.000000;3
281635;29.04.2010 0:00:00.000000;18
281620;30.10.2010 0:00:00.000000;7
281582;30.11.2009 0:00:00.000000;4
281570;03.05.2010 0:00:00.000000;21
281562;27.04.2010 0:00:00.000000;1
281555;13.11.2010 0:00:00.000000;18
281540;14.03.2010 0:00:00.000000;4
281534;06.05.2010 0:00:00.000000;18
281504;16.12.2010 0:00:00.000000;3
281491;13.10.2009 0:00:00.000000;14
281490;21.11.2009 0:00:00.000000;9
281487;23.04.2010 0:00:00.000000;4
281439;31.10.2009 0:00:00.000000;5
281418;03.05.2010 0:00:00.000000;24
281396;27.04.2010 0:00:00.000000;7
281384;23.04.2010 0:00:00.000000;7
281379;20.04.2010 0:00:00.000000;2
281367;28.02.2010 0:00:00.000000;6
281354;16.12.2010 0:00:00.000000;7
281342;03.04.2010 0:00:00.000000;11
281313;28.02.2010 0:00:00.000000;4
281268;15.10.2009 0:00:00.000000;8
281230;27.12.2010 0:00:00.000000;22
281223;23.04.2010 0:00:00.000000;6
281213;28.02.2010 0:00:00.000000;2
281194;17.10.2009 0:00:00.000000;1
281182;13.10.2009 0:00:00.000000;23
281171;30.10.2009 0:00:00.000000;7
281171;31.10.2010 0:00:00.000000;2
281135;29.04.2010 0:00:00.000000;24
281069;13.10.2009 0:00:00.000000;20
281056;21.11.2010 0:00:00.000000;18
281046;20.04.2010 0:00:00.000000;7
281025;22.11.2009 0:00:00.000000;12
281025;23.04.2010 0:00:00.000000;5
281022;30.11.2009 0:00:00.000000;7
280959;14.03.2010 0:00:00.000000;6
280957;28.02.2010 0:00:00.000000;5
280940;03.05.2010 0:00:00.000000;16
280923;12.10.2009 0:00:00.000000;24
280902;14.03.2010 0:00:00.000000;5
280899;31.10.2009 0:00:00.000000;6
280894;05.05.2010 0:00:00.000000;19
280877;28.02.2010 0:00:00.000000;7
280876;20.04.2010 0:00:00.000000;5
280872;06.01.2010 0:00:00.000000;10
280866;05.05.2010 0:00:00.000000;21
280843;13.10.2009 0:00:00.000000;10
280817;12.10.2009 0:00:00.000000;23
280792;15.11.2009 0:00:00.000000;16
280786;16.10.2009 0:00:00.000000;1
280765;21.04.2010 0:00:00.000000;1
280739;02.04.2010 0:00:00.000000;10
280723;28.12.2010 0:00:00.000000;9
280721;08.11.2009 0:00:00.000000;9
280677;20.04.2010 0:00:00.000000;4
280677;16.12.2010 0:00:00.000000;4
280658;08.11.2009 0:00:00.000000;7
280593;05.05.2010 0:00:00.000000;20
280524;16.01.2010 0:00:00.000000;17
280515;28.04.2010 0:00:00.000000;2
280391;23.11.2009 0:00:00.000000;5
280382;13.10.2009 0:00:00.000000;19
280360;06.05.2010 0:00:00.000000;14
280358;31.10.2009 0:00:00.000000;8
280350;03.04.2010 0:00:00.000000;3
280342;15.11.2009 0:00:00.000000;13
280323;22.11.2009 0:00:00.000000;4
280308;27.04.2010 0:00:00.000000;6
280293;17.01.2010 0:00:00.000000;10
280286;20.04.2010 0:00:00.000000;3
280253;03.05.2010 0:00:00.000000;10
280252;31.10.2009 0:00:00.000000;7
280236;17.04.2010 0:00:00.000000;23
280187;22.11.2009 0:00:00.000000;2
280173;21.11.2009 0:00:00.000000;7
280156;27.04.2010 0:00:00.000000;5
280144;06.05.2010 0:00:00.000000;16
280103;28.04.2010 0:00:00.000000;7
280069;08.11.2009 0:00:00.000000;8
280047;28.02.2010 0:00:00.000000;3
280044;27.04.2010 0:00:00.000000;3
280025;19.04.2010 0:00:00.000000;15
279993;15.11.2009 0:00:00.000000;15
279988;28.11.2009 0:00:00.000000;5
279983;22.11.2009 0:00:00.000000;3
279959;12.10.2009 0:00:00.000000;21
279953;10.01.2010 0:00:00.000000;4
279940;06.05.2010 0:00:00.000000;22
279937;08.11.2009 0:00:00.000000;6
279911;03.12.2009 0:00:00.000000;4
279885;01.11.2010 0:00:00.000000;7
279741;22.11.2009 0:00:00.000000;11
279732;28.04.2010 0:00:00.000000;6
279718;15.11.2009 0:00:00.000000;14
279712;10.04.2010 0:00:00.000000;5
279711;04.05.2010 0:00:00.000000;8
279660;27.11.2009 0:00:00.000000;7
279654;22.11.2009 0:00:00.000000;5
279654;03.12.2009 0:00:00.000000;7
279647;21.04.2010 0:00:00.000000;2
279628;27.04.2010 0:00:00.000000;2
279547;28.11.2009 0:00:00.000000;6
279542;28.11.2009 0:00:00.000000;8
279531;01.11.2010 0:00:00.000000;3
279527;20.03.2010 0:00:00.000000;23
279512;29.04.2010 0:00:00.000000;1
279497;06.05.2010 0:00:00.000000;21
279495;27.04.2010 0:00:00.000000;4
279490;26.11.2009 0:00:00.000000;2
279461;20.04.2010 0:00:00.000000;6
279339;26.11.2009 0:00:00.000000;4
279303;08.11.2009 0:00:00.000000;4
279295;22.11.2010 0:00:00.000000;4
279287;06.05.2010 0:00:00.000000;19
279246;30.11.2009 0:00:00.000000;5
279246;28.04.2010 0:00:00.000000;4
279223;08.11.2009 0:00:00.000000;5
279208;21.11.2009 0:00:00.000000;8
279168;30.11.2009 0:00:00.000000;6
279162;09.01.2010 0:00:00.000000;4
279138;17.01.2010 0:00:00.000000;3
279134;09.01.2010 0:00:00.000000;9
279105;29.04.2010 0:00:00.000000;21
279044;01.11.2010 0:00:00.000000;5
279022;01.11.2010 0:00:00.000000;4
279016;26.11.2009 0:00:00.000000;3
278885;23.11.2009 0:00:00.000000;6
278877;02.04.2010 0:00:00.000000;18
278858;01.11.2010 0:00:00.000000;6
278814;19.03.2010 0:00:00.000000;24
278792;17.01.2010 0:00:00.000000;6
278791;27.11.2009 0:00:00.000000;2
278777;13.10.2009 0:00:00.000000;9
278734;16.01.2010 0:00:00.000000;16
278727;22.11.2009 0:00:00.000000;6
278724;06.05.2010 0:00:00.000000;13
278684;14.10.2009 0:00:00.000000;7
278672;28.04.2010 0:00:00.000000;5
278665;17.04.2010 0:00:00.000000;22
278647;05.05.2010 0:00:00.000000;23
278644;28.04.2010 0:00:00.000000;3
278582;28.11.2009 0:00:00.000000;7
278581;20.11.2010 0:00:00.000000;1
278541;21.04.2010 0:00:00.000000;3
278522;28.10.2009 0:00:00.000000;16
278509;19.04.2010 0:00:00.000000;1
278503;22.11.2009 0:00:00.000000;10
278481;30.10.2010 0:00:00.000000;6
278430;17.01.2010 0:00:00.000000;4
278428;03.12.2009 0:00:00.000000;5
278394;04.12.2009 0:00:00.000000;24
278371;03.12.2009 0:00:00.000000;6
278362;17.01.2010 0:00:00.000000;7
278332;21.04.2010 0:00:00.000000;5
278268;10.01.2010 0:00:00.000000;10
278265;17.01.2010 0:00:00.000000;9
278264;06.05.2010 0:00:00.000000;20
278263;10.01.2010 0:00:00.000000;9
278211;28.11.2009 0:00:00.000000;19
278209;17.01.2010 0:00:00.000000;8
278201;17.04.2010 0:00:00.000000;24
278196;06.10.2010 0:00:00.000000;2
278188;17.01.2010 0:00:00.000000;5
278173;29.04.2010 0:00:00.000000;7
278151;17.04.2010 0:00:00.000000;12
278062;20.03.2010 0:00:00.000000;1
278049;07.05.2010 0:00:00.000000;8
278041;31.10.2010 0:00:00.000000;19
278028;21.04.2010 0:00:00.000000;6
277942;15.11.2009 0:00:00.000000;12
277936;29.10.2009 0:00:00.000000;9
277872;31.01.2010 0:00:00.000000;3
277851;15.10.2009 0:00:00.000000;7
277797;10.04.2010 0:00:00.000000;6
277795;07.11.2010 0:00:00.000000;18
277729;05.05.2010 0:00:00.000000;8
277726;17.10.2009 0:00:00.000000;2
277720;29.04.2010 0:00:00.000000;6
277665;27.11.2009 0:00:00.000000;3
277652;25.10.2009 0:00:00.000000;20
277647;13.11.2010 0:00:00.000000;9
277640;27.03.2010 0:00:00.000000;16
277621;02.05.2010 0:00:00.000000;23
277620;02.05.2010 0:00:00.000000;21
277602;13.11.2010 0:00:00.000000;24
277598;26.04.2010 0:00:00.000000;14
277553;30.10.2010 0:00:00.000000;4
277493;12.10.2009 0:00:00.000000;18
277476;26.10.2009 0:00:00.000000;11
277455;22.11.2009 0:00:00.000000;7
277379;27.03.2010 0:00:00.000000;15
277352;29.04.2010 0:00:00.000000;2
277347;24.10.2010 0:00:00.000000;3
277255;06.01.2010 0:00:00.000000;9
277247;30.10.2010 0:00:00.000000;12
277243;25.10.2009 0:00:00.000000;22
277207;06.05.2010 0:00:00.000000;23
277137;02.05.2010 0:00:00.000000;22
277134;28.10.2009 0:00:00.000000;19
277116;27.03.2010 0:00:00.000000;17
277096;02.05.2010 0:00:00.000000;20
277039;18.04.2010 0:00:00.000000;23
277029;29.04.2010 0:00:00.000000;4
277022;14.11.2010 0:00:00.000000;18
277020;02.04.2010 0:00:00.000000;17
277006;07.05.2010 0:00:00.000000;7
277000;05.04.2010 0:00:00.000000;14
276982;05.04.2010 0:00:00.000000;15
276975;29.04.2010 0:00:00.000000;5
276886;21.04.2010 0:00:00.000000;4
276872;27.12.2010 0:00:00.000000;23
276861;20.03.2010 0:00:00.000000;24
276859;26.11.2009 0:00:00.000000;5
276852;26.10.2009 0:00:00.000000;10
276848;12.10.2009 0:00:00.000000;17
276830;13.11.2010 0:00:00.000000;1
276815;31.01.2010 0:00:00.000000;10
276764;07.11.2010 0:00:00.000000;4
276746;10.10.2010 0:00:00.000000;2
276696;18.04.2010 0:00:00.000000;24
276679;22.11.2009 0:00:00.000000;9
276626;05.05.2010 0:00:00.000000;24
276593;27.11.2009 0:00:00.000000;5
276554;06.05.2010 0:00:00.000000;17
276524;09.01.2010 0:00:00.000000;8
276475;28.03.2010 0:00:00.000000;20
276449;28.10.2009 0:00:00.000000;14
276443;07.11.2010 0:00:00.000000;3
276428;28.10.2009 0:00:00.000000;15
276426;28.10.2009 0:00:00.000000;20
276380;27.11.2009 0:00:00.000000;4
276349;26.10.2009 0:00:00.000000;12
276342;27.11.2009 0:00:00.000000;6
276339;07.11.2010 0:00:00.000000;2
276240;11.10.2010 0:00:00.000000;7
276215;22.11.2009 0:00:00.000000;8
276207;12.10.2009 0:00:00.000000;19
276206;25.10.2009 0:00:00.000000;19
276175;07.05.2010 0:00:00.000000;17
276106;05.04.2010 0:00:00.000000;11
276082;28.10.2009 0:00:00.000000;17
276067;13.10.2009 0:00:00.000000;24
276016;12.10.2010 0:00:00.000000;2
276011;09.01.2010 0:00:00.000000;7
275985;30.10.2010 0:00:00.000000;11
275984;08.11.2010 0:00:00.000000;3
275954;05.05.2010 0:00:00.000000;1
275937;12.10.2010 0:00:00.000000;6
275918;28.10.2009 0:00:00.000000;22
275891;10.01.2010 0:00:00.000000;6
275855;30.10.2010 0:00:00.000000;16
275769;17.04.2010 0:00:00.000000;13
275759;28.10.2009 0:00:00.000000;12
275757;09.01.2010 0:00:00.000000;5
275750;06.05.2010 0:00:00.000000;8
275740;17.04.2010 0:00:00.000000;17
275732;14.10.2009 0:00:00.000000;24
275709;24.04.2010 0:00:00.000000;3
275693;02.05.2010 0:00:00.000000;24
275680;30.10.2010 0:00:00.000000;15
275665;29.04.2010 0:00:00.000000;3
275657;25.10.2009 0:00:00.000000;23
275652;16.01.2010 0:00:00.000000;12
275639;10.01.2010 0:00:00.000000;5
275638;18.04.2010 0:00:00.000000;21
275632;26.04.2010 0:00:00.000000;15
275615;27.12.2010 0:00:00.000000;8
275586;05.04.2010 0:00:00.000000;10
275551;27.03.2010 0:00:00.000000;18
275544;27.03.2010 0:00:00.000000;14
275540;12.10.2009 0:00:00.000000;16
275539;24.12.2010 0:00:00.000000;19
275536;04.05.2010 0:00:00.000000;1
275502;26.11.2009 0:00:00.000000;7
275490;10.04.2010 0:00:00.000000;8
275483;12.10.2009 0:00:00.000000;20
275471;05.04.2010 0:00:00.000000;12
275457;10.04.2010 0:00:00.000000;7
275443;24.10.2010 0:00:00.000000;9
275441;30.04.2010 0:00:00.000000;11
275439;01.05.2010 0:00:00.000000;1
275438;09.01.2010 0:00:00.000000;6
275430;18.04.2010 0:00:00.000000;20
275428;26.11.2009 0:00:00.000000;6
275423;07.05.2010 0:00:00.000000;19
275421;25.10.2009 0:00:00.000000;21
275421;05.12.2009 0:00:00.000000;1
275407;30.10.2010 0:00:00.000000;13
275405;10.01.2010 0:00:00.000000;8
275370;11.05.2010 0:00:00.000000;10
275339;16.10.2010 0:00:00.000000;11
275264;28.10.2009 0:00:00.000000;18
275254;07.05.2010 0:00:00.000000;2
275222;06.01.2010 0:00:00.000000;8
275195;06.01.2010 0:00:00.000000;7
275144;13.10.2009 0:00:00.000000;8
275140;05.04.2010 0:00:00.000000;2
275107;26.04.2010 0:00:00.000000;13
275085;26.04.2010 0:00:00.000000;11
275071;30.10.2010 0:00:00.000000;5
275061;30.04.2010 0:00:00.000000;10
275060;28.10.2009 0:00:00.000000;21
275060;10.01.2010 0:00:00.000000;7
275058;24.12.2010 0:00:00.000000;20
